Server ID, Timestamp, Ping, Download, Upload
4999, '2020-11-01T15:00:02.464051Z', 36.496, 229.08644023902056, 5.992176968957174
18648, '2020-11-01T16:00:02.800244Z', 39.58, 134.13461775361986, 6.146200911905985
18648, '2020-11-01T17:00:02.588308Z', 39.525, 208.23794316278173, 6.223848286051616
4999, '2020-11-01T18:00:02.080538Z', 40.62, 230.75788671624846, 6.013865686195183
4999, '2020-11-01T19:00:02.955748Z', 41.855, 209.3512442827429, 6.0070940235702235
4999, '2020-11-01T20:00:02.798210Z', 37.179, 224.81741854697853, 6.0490491466172625
18648, '2020-11-01T21:00:02.086267Z', 38.404, 195.64090021780117, 5.828713731755572
18648, '2020-11-01T22:00:01.861570Z', 39.081, 192.92634445335742, 5.9904791954409955
3673, '2020-11-01T23:00:02.849449Z', 43.119, 217.19920478542682, 5.778320955833594
3723, '2020-11-02T00:00:02.559330Z', 46.69, 186.9894628860501, 5.799113176282535
4999, '2020-11-02T01:00:03.036147Z', 44.577, 225.97740617123273, 6.201838298278504
4999, '2020-11-02T02:00:02.588896Z', 42.352, 122.10168949428636, 6.002433990867775
18648, '2020-11-02T03:00:02.466471Z', 38.897, 165.8011492187192, 6.163871060709477
4999, '2020-11-02T04:00:02.064087Z', 38.155, 226.5257679318074, 6.122229088306881
4999, '2020-11-02T05:00:02.332534Z', 35.032, 228.13463092302632, 5.8456728664659545
18648, '2020-11-02T06:00:03.139973Z', 40.079, 78.68844829978163, 5.683966017449769
4999, '2020-11-02T07:00:02.233527Z', 45.733, 228.33328655338067, 6.161396549853454
4999, '2020-11-02T08:00:02.876645Z', 41.474, 229.21635147239664, 5.583716930305531
18648, '2020-11-02T09:00:02.809141Z', 38.237, 184.25907414894007, 6.045973772066882
4999, '2020-11-02T10:00:02.439006Z', 38.219, 231.57267389207607, 6.002867564199524
4999, '2020-11-02T11:00:03.454798Z', 44.068, 232.10098639894173, 6.0744547826716
18648, '2020-11-02T12:00:02.662184Z', 39.492, 172.35907637178175, 5.87922450057825
4999, '2020-11-02T13:00:03.677914Z', 44.891, 222.94986152939524, 6.01441672311774
4999, '2020-11-02T14:00:02.363240Z', 34.608, 232.41911368499456, 6.09018876339083
18648, '2020-11-02T15:00:03.942957Z', 37.281, 84.99976050731556, 5.929467721369596
